UID,Ack,Age,Gender,Education,WorkStatus,Country,UnderstandingOfPowerGrid,UnderstandingOfPowerGridSecurity,SharedExperience,Experience,PreQ1RemoteAccess,PreQ1RemoteAccessOther,PreQ1RemoteAccessElaborate,PreQ1RemoteAccessElaborateOther,PreQ1FDI,PreQ1FDIOther,PreQ1FDIElabourate,PreQ1FDIElabourateOther,PreQ2DER,PreQ2DEROther,PreQ2DERElabourate,PreQ2DERElabourateOther,PreQ2DERThreat,PreQ2DERThreatOther,PreQ2DERThreatElabourate,PreQ2DERThreatElabourateOther,PreQ3WAMS,PreQ3WAMSOther,PreQ3WAMSElabourate,PreQ3WAMSElabourateOther,PreQ3Attack,PreQ3AttackOther,PreQ3AttackElabourate,PreQ3AttackElabourateOther,PreQ4IEDAttack,PreQ4IEDAttackOther,PreQ4IEDAttackElabourate,PreQ4IEDAttackElabourateOther,PreQ4IEDAttackLine,PreQ4IEDAttackLineOther,PreQ4IEDAttackLineElabourate,PreQ4IEDAttackLineElabourateOther,PostQ1ARPSpoofing,PostQ1ARPSpoofingOther,PostQ1ARPSpoofingElabourate,PostQ1ARPSpoofingElabourateOther,PostQ1ARPImpact,PostQ1ARPImpactOther,PostQ1ARPImpactElabourate,PostQ1ARPImpactElabourateOther,PostQ2BlackEnergy,PostQ2BlackEnergyOther,PostQ2BlackEnergyElabourate,PostQ2BlackEnergyElabourateOther,PostQ2BlackEnergyAttackMethod,PostQ2BlackEnergyAttackMethodOther,PostQ2BlackEnergyAttackMethodElabourate,PostQ2BlackEnergyAttackMethodElabourateOther,PostQ3AMI,PostQ3AMIOther,PostQ3AMIElabourate,PostQ3AMIElabourateOther,PostQ3DataIntegrity,PostQ3DataIntegrityOther,PostQ3DataIntegrityElabourate,PostQ3DataIntegrityElabourateOther,PostQ4ExposedVPN,PostQ4ExposedVPNOther,PostQ4ExposedVPNElabourate,PostQ4ExposedVPNElabourateOther,PostQ4ExposedVPNImpact,PostQ4ExposedVPNImpactOther,PostQ4ExposedVPNImpactElabourate,PostQ4ExposedVPNImpactElabourateOther,post_training,pre_training,Score,totalclicks,Response Type,Start Date (UTC),timetaken,Submit Date (UTC),Network ID,Tags
y1moatu1wfhdlowtdy1mo0pxxydzo3yw,1,35 - 50 Yrs,Female,Graduate,Employed,Singapore,0,0,,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It effectively restricts access based on job roles,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Deployment of secure VPN tunnels for remote connections,,It creates a secure channel for remote access,,Regular penetration testing of the network,,It identifies vulnerabilities before exploitation.,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise one or multiple PMUs,,Physical access to the link is easy to achieve,,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Stealing login credentials and other sensitive data,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,The operator did not know what tool could be downloaded or installed,,Logs were not analyzed for anomalies,,Security perimeter helps to protect boundaries of a network,,46,47,0,0,completed,24/6/2024 6:06,0:11,24/6/2024 6:18,7f7215c679,
bztd67nw9kl70fo3rayoxbbztd67nq0l,1,25 - 35 Yrs,Male,Post Graduate,Employed,Singapore,0,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It creates a secure channel for remote access,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It detects unusual patterns specific to each node.,,Time Synchronization Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise wired links in between,,PDC physical access is easy as it is not protected by proper authorization,,SCD (Station Configuration Description),,CID file contains everything that is needed from SCD to configure an IED,,PLDF.DifAClc.LoSet,,PBDF is related to Bus bar protection,,Algorithms to detect ARP Cache Poisoning,,It restricts network access to trusted,,"Unexpected opening of circuit breakers, leading to instability",,It could cause long-term damage to infrastructure,,Identifying and patching vulnerabilities within ICS systems,,It just rewrites the firmware without any further damages,,Direct network intrusion,,It offers stealthy access to network systems,,Implementing frequency hopping spread spectrum (FHSS),,It ensures that only verified devices can communicate.,,Role-based access controls (RBAC) on data endpoints,,It checks for data corruption during transmission,,Lack of inventory management policy,,The operator did not know what tool could be downloaded or installed,,Logs were not analyzed for anomalies,,Logs are essential to trace back past events,,34,46,0,0,completed,24/6/2024 5:39,0:11,24/6/2024 5:51,a634f74d41,
win3bbcwzuivu06win3b9213pc263g7h,1,25 - 35 Yrs,Male,Graduate,Employed,Singapore,1,1,0,,Determination of specific roles on the system and grouping access privileges to each role (Role-Based Access),,It effectively restricts access based on job roles,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,,Not sure,It provides end-to-end encryption,,Deployment of anomaly detection systems at each DER node,,It provides real-time threat analysis and response,,Denial of Service (DoS) attack,,DoS will prevent receiving real time data at control center,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,,Not sure,CID file contains everything that is needed from SCD to configure an IED,,,Not sure,,NA,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Alteration of voltage or current setpoints, risking equipment damage",,It could cause long-term damage to infrastructure,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Social engineering,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,Inadequate policy can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,OT security training educates authenticated users on cyber threats,,54,38,0,0,completed,24/6/2024 5:36,0:14,24/6/2024 5:50,a147195ff6,
5r9dq4l7a8ct2q5r9elu8ia89utndjub,1,35 - 50 Yrs,Male,Graduate,Employed,Singapore,1,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Man-in-the-Middle (MiTM) Attack,,MiTM can modify data in between communication,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,,Don’t know,,Don’t know the answer,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Alteration of voltage or current setpoints, risking equipment damage",,It poses a direct threat to system stability,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,Role-based access controls (RBAC) on data endpoints,,It restricts access based on user roles,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate guidelines can lead to such problems,,No security perimeter defined,,Security perimeter helps to protect boundaries of a network,,48,51,0,0,completed,24/6/2024 5:35,4:29,24/6/2024 10:05,02526d49a6,
83xslcaah08x1t1w85lsg83xslc3zf95,1,18-25 Yrs,Male,Graduate,Studying,India,0,1,0,,IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It is specifically designed for utility communications,,Deployment of anomaly detection systems at each DER node,,It provides real-time threat analysis and response,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise one or multiple PMUs,,"A router is a link between commercial and control systems, exposed to the internet",,IID (Instantiated IED Description),,IID file defines the configuration of an IED for a specific project.,,RBRF.OpE,,RBRF is related to Breaker Failure protection,,IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,"Unwanted relay trip delays, causing cascading effects",,It represents the most immediate and dangerous impact,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It restricts device connections to those explicitly allowed,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,Inadequate policy can lead to such problems,,Inadequate OT security training and awareness program,,OT security training educates authenticated users on cyber threats,,49,47,0,0,completed,8/6/2024 10:24,0:39,8/6/2024 11:04,34f1769552,
w5n4ips6c41nbr60erw5n8xe9izws8p3,1,25 - 35 Yrs,Male,Post Graduate,Employed,Netherlands,1,1,0,,IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Encryption-based techniques,,It ensures data integrity and confidentiality,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It is specifically designed for utility communications,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Time Synchronization Attack,,Time Synchronization is critical for all applications,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,"Unwanted relay trip delays, causing cascading effects",,It could cause long-term damage to infrastructure,,Identifying and patching vulnerabilities within ICS systems,,It creates the maximum damage by exploiting other vulnerable devices,,Social engineering,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It ensures that only verified devices can communicate.,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate guidelines can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,53,47,0,0,completed,7/6/2024 14:38,0:38,7/6/2024 15:17,4e354a1ae2,
28fmobxusz1l0vl5h6q428fmobw85dc9,1,35 - 50 Yrs,Female,Doctorate,Employed,India,1,1,1,"As powergrids are moving from conventional grid to digital substations so cybersecurity is becoming an important aspect to look into. Its about securing the network, communications and end point devices.",IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It is specifically designed for utility communications,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Man-in-the-Middle (MiTM) Attack,,MiTM can modify data in between communication,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,SCD (Station Configuration Description),,SCD file describes the entire substation in detail,,PTRC.Tr.General,,PTRC is related to Protection Trip Conditioning,,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Unwanted relay trip delays, causing cascading effects",,It represents the most immediate and dangerous impact,,Identifying and patching vulnerabilities within ICS systems,,It just rewrites the firmware without any further damages,,Direct network intrusion,,It offers stealthy access to network systems,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,Inadequate policy can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,49,43,0,0,completed,7/6/2024 11:10,0:16,7/6/2024 11:26,0942bf3a7d,
kamvvany4sj9soog0zekamvvair817uh,1,25 - 35 Yrs,Male,Post Graduate,Studying,India,1,1,0,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Encryption-based techniques,,It ensures data integrity and confidentiality,,Deployment of secure VPN tunnels for remote connections,,It creates a secure channel for remote access,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,ICD (IED Capability Description),,ICD file defines the complete capability range of an IED,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,IP whitelisting of incoming connections for authorized clients,,It restricts network access to trusted,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Disrupting critical infrastructure operations through DDoS attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,The operator did not know what tool could be downloaded or installed,,Inadequate OT security training and awareness program,,OT security training educates authenticated users on cyber threats,,47,50,0,0,completed,5/6/2024 8:58,0:45,5/6/2024 9:43,06dda2113e,
17b56pqkpit1a3q5twvz317b56pqjyke,1,25 - 35 Yrs,Female,Post Graduate,Studying,India,1,1,1,"I work in power system stability, where I carry simulations of power networks that include protection. In the protection field, I understand that many signals are exchanged among IEDs. Hacking these IEDs and manipulating them is a threat to cybersecurity.",Identity-based authentication and critical public infrastructure (PKI) methods,,It effectively restricts access based on job roles,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,It offers both encryption and reliable data flow,,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise PDC,,PDC physical access is easy as it is not protected by proper authorization,,IID (Instantiated IED Description),,IID file defines the configuration of an IED for a specific project.,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,,Node Authentication,,Answer based on RAG.,"Unwanted relay trip delays, causing cascading effects",,It represents the most immediate and dangerous impact,,Stealing login credentials and other sensitive data,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Lack of configuration management policy,,Inadequate policy can lead to such problems,,,"long-term reconnaissance operations required to learn the environment and execute a highly synchronized, multistage, multisite attack",,This long-term reconnaissance gave them the knowledge needed to facilitate access to the grid network,38,55,0,0,completed,4/6/2024 8:46,1:20,4/6/2024 10:07,6819b1d88f,
iext0gh4gdwgv1s1iexxszgipirt4nmy,1,35 - 50 Yrs,Female,Doctorate,Employed,India,1,1,1,"Founder of Gridsentry, Powergrid cybersecurity startup that provides comprehensive solutions for securing electric power substations from cyberattacks",IP whitelisting of incoming connections for authorized clients,,It only allows access from pre-approved IP addresses,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Deployment of anomaly detection systems at each DER node,,It detects unusual patterns specific to each node.,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,ICD (IED Capability Description),,ICD file defines the complete capability range of an IED,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,Algorithms to detect ARP Cache Poisoning,,It can specifically identify ARP-related anomalies,,"Alteration of voltage or current setpoints, risking equipment damage",,It poses a direct threat to system stability,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Direct network intrusion,,It offers stealthy access to network systems,,Encryption of data at transit using AES-256,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate security policy for OT,,The security team did not know what software was in their inventory,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,52,46,0,0,completed,4/6/2024 7:12,2:51,4/6/2024 10:03,56ebc778e8,
v4wl6rru7lx578qpsjv4wl6rritbvvju,1,35 - 50 Yrs,Male,Post Graduate,Employed,New Zealand,0,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Periodic updates and patch management.,,It ensures all components are up-to-date,,Coordinated False Data Injection (FDI) Attack,,MiTM can modify data in between communication,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PLDF.DifAClc.LoSet,,RBRF is related to Breaker Failure protection,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Unwanted relay trip delays, causing cascading effects",,It compromises the accuracy of critical monitoring data.(,,Identifying and patching vulnerabilities within ICS systems,,It creates the maximum damage by exploiting other vulnerable devices,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It secures data from being intercepted during transmission,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate policy can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,54,53,0,0,completed,31/5/2024 12:33,0:07,31/5/2024 12:40,01936081a1,
bw0ojf9zbd2sdjl9bw0ojf9kh174nvm0,1,35 - 50 Yrs,Male,Post Graduate,Employed,New Zealand,0,0,,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Redundant data transmission,,It provides multiple data sources for verification,,Implementation of TLS/SSL for data encryption in transit,,It provides end-to-end encryption,,Periodic updates and patch management.,,It ensures all components are up-to-date,,Man-in-the-Middle (MiTM) Attack,,MiTM can modify data in between communication,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,SCD (Station Configuration Description),,SCD file describes the entire substation in detail,,RBRF.OpE,,RBRF is related to Breaker Failure protection,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Alteration of voltage or current setpoints, risking equipment damage",,It poses a direct threat to system stability,,Identifying and patching vulnerabilities within ICS systems,,It just rewrites the firmware without any further damages,,Phishing emails,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,Inadequate guidelines can lead to such problems,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,52,39,0,0,completed,31/5/2024 11:22,0:48,31/5/2024 12:10,01936081a1,
dtiso0svktcfrp78zdtiso0rwp1w4auq,1,25 - 35 Yrs,Male,Post Graduate,Studying,India,1,1,1,,Identity-based authentication and critical public infrastructure (PKI) methods,,It provides the most robust authentication mechanism,,Anomaly detection methods (Identify suspicious patterns),,It detects unusual patterns that indicate tampering,,"Use of a protocol (IEC 60870-5, IEC 61850-7-420) with enhanced authentication",,,NA,Continuous monitoring with SIEM (Security Information & Event Management) systems,,It provides real-time threat analysis and response,,Coordinated False Data Injection (FDI) Attack,,False data from multiple devices can cause wrong interference of system state,,Compromise the internet facing Routers,,"A router is a link between commercial and control systems, exposed to the internet",,CID (Configured IED Description),,CID file contains everything that is needed from SCD to configure an IED,,PBDF.DifAClc. rangeC.min.f,,PBDF is related to Bus bar protection,,Anomaly and Intrusion detection systems,,It directly monitors for signs of intrusion based on anomaly for the baseline,,"Unexpected opening of circuit breakers, leading to instability",,It poses a direct threat to system stability,,Creating botnets of compromised devices for further attacks,,It creates the maximum damage by exploiting other vulnerable devices,,Social engineering,,It exploits human vulnerabilities effectively,,Utilization of public key infrastructure (PKI) for device authentication,,It ensures that only verified devices can communicate.,,Using HMAC (Hash-based Message Authentication Code) for data integrity checks,,It provides a secure method to verify data origin and integrity.,,Inadequate Operation Technology (OT) equipment security guidelines,,The operator did not know what tool could be downloaded or installed,,"Inadequate authentication, privileges, and access control in the log-analysis tool",,A user should only have the least privileges and permission,,58,60,0,0,completed,27/5/2024 7:29,0:17,27/5/2024 7:46,6819b1d88f,
